SSA REGION   ,DIAG. GROUP,AGE  ,SEX,RECIPIENTS
Dallas       ,NEOPLA     ,18-39,M  ,       759
Dallas       ,NEOPLA     ,40-64,F  ,      4328
Dallas       ,NEOPLA     ,40-64,M  ,      2704
Dallas       ,NERVOUS    , <18 ,F  ,      7264
Dallas       ,NERVOUS    , <18 ,M  ,      9226
Dallas       ,NERVOUS    ,18-39,F  ,     12255
Dallas       ,NERVOUS    ,18-39,M  ,     12817
Dallas       ,NERVOUS    ,40-64,F  ,     15553
Dallas       ,NERVOUS    ,40-64,M  ,     10502
Dallas       ,ORGANIC    , <18 ,F  ,       711
Dallas       ,ORGANIC    , <18 ,M  ,      1430
Dallas       ,ORGANIC    ,18-39,F  ,      2184
Dallas       ,ORGANIC    ,18-39,M  ,      3935
Dallas       ,ORGANIC    ,40-64,F  ,      4964
Dallas       ,ORGANIC    ,40-64,M  ,      6268
Dallas       ,OTHER      , <18 ,F  ,      7780
Dallas       ,OTHER      , <18 ,M  ,      9308
Dallas       ,OTHER      ,18-39,F  ,       596
Dallas       ,OTHER      ,18-39,M  ,       780
Dallas       ,OTHER      ,40-64,F  ,       299
Dallas       ,OTHER      ,40-64,M  ,       186
Dallas       ,RESPIR     , <18 ,F  ,      1571
Dallas       ,RESPIR     , <18 ,M  ,      2825
Dallas       ,RESPIR     ,18-39,F  ,       651
Dallas       ,RESPIR     ,18-39,M  ,       404
Dallas       ,RESPIR     ,40-64,F  ,      6487
Dallas       ,RESPIR     ,40-64,M  ,      3444
Dallas       ,SCHIZO     , <18 ,F  ,       295
Dallas       ,SCHIZO     , <18 ,M  ,       492
Dallas       ,SCHIZO     ,18-39,F  ,      5194
Dallas       ,SCHIZO     ,18-39,M  ,     11477
Dallas       ,SCHIZO     ,40-64,F  ,     13604
Dallas       ,SCHIZO     ,40-64,M  ,     15822
Dallas       ,SKIN       , <18 ,F  ,       175
Dallas       ,SKIN       , <18 ,M  ,       186
Dallas       ,SKIN       ,18-39,F  ,       211
Dallas       ,SKIN       ,18-39,M  ,       110
Dallas       ,SKIN       ,40-64,F  ,       555
Dallas       ,SKIN       ,40-64,M  ,       266
Dallas       ,UNKNOWN    , <18 ,F  ,      2085
Dallas       ,UNKNOWN    , <18 ,M  ,      3060
Dallas       ,UNKNOWN    ,18-39,F  ,      1264
Dallas       ,UNKNOWN    ,18-39,M  ,      1302
Dallas       ,UNKNOWN    ,40-64,F  ,      7207
Dallas       ,UNKNOWN    ,40-64,M  ,      6014
Denver       ,AUTISTIC   , <18 ,F  ,       407
Denver       ,AUTISTIC   , <18 ,M  ,      1733
Denver       ,AUTISTIC   ,18-39,F  ,       313
Denver       ,AUTISTIC   ,18-39,M  ,      1150
Denver       ,AUTISTIC   ,40-64,F  ,        17
Denver       ,AUTISTIC   ,40-64,M  ,        36
Denver       ,BLOOD      , <18 ,F  ,        28
Denver       ,BLOOD      , <18 ,M  ,        48
Denver       ,BLOOD      ,18-39,F  ,        29
Denver       ,BLOOD      ,18-39,M  ,        35
Denver       ,BLOOD      ,40-64,F  ,        43
Denver       ,BLOOD      ,40-64,M  ,        28
Denver       ,CHILDHOOD  , <18 ,F  ,       362
Denver       ,CHILDHOOD  , <18 ,M  ,      1486
Denver       ,CHILDHOOD  ,18-39,F  ,       127
Denver       ,CHILDHOOD  ,18-39,M  ,       405
Denver       ,CHILDHOOD  ,40-64,F  ,        29
Denver       ,CHILDHOOD  ,40-64,M  ,        18
Denver       ,CIRCUL     , <18 ,F  ,        78
Denver       ,CIRCUL     , <18 ,M  ,        79
Denver       ,CIRCUL     ,18-39,F  ,       150
Denver       ,CIRCUL     ,18-39,M  ,       124
Denver       ,CIRCUL     ,40-64,F  ,      1053
Denver       ,CIRCUL     ,40-64,M  ,      1070
Denver       ,CONGEN     , <18 ,F  ,       796
Denver       ,CONGEN     , <18 ,M  ,       992
Denver       ,CONGEN     ,18-39,F  ,       551
Denver       ,CONGEN     ,18-39,M  ,       603
Denver       ,CONGEN     ,40-64,F  ,        80
Denver       ,CONGEN     ,40-64,M  ,        66
Denver       ,DEVELOP    , <18 ,F  ,      1096
Denver       ,DEVELOP    , <18 ,M  ,      2159
Denver       ,DEVELOP    ,18-39,F  ,       176
Denver       ,DEVELOP    ,18-39,M  ,       281
Denver       ,DEVELOP    ,40-64,F  ,        56
Denver       ,DEVELOP    ,40-64,M  ,        39
Denver       ,DIGEST     , <18 ,F  ,       160
Denver       ,DIGEST     , <18 ,M  ,       184
Denver       ,DIGEST     ,18-39,F  ,       100
Denver       ,DIGEST     ,18-39,M  ,        74
Denver       ,DIGEST     ,40-64,F  ,       550
Denver       ,DIGEST     ,40-64,M  ,       422
Denver       ,ENDOCR     , <18 ,F  ,        98
Denver       ,ENDOCR     , <18 ,M  ,        88
Denver       ,ENDOCR     ,18-39,F  ,       198
Denver       ,ENDOCR     ,18-39,M  ,       147
Denver       ,ENDOCR     ,40-64,F  ,      1421
Denver       ,ENDOCR     ,40-64,M  ,       568
Denver       ,GENITO     , <18 ,F  ,        29
Denver       ,GENITO     , <18 ,M  ,        50
Denver       ,GENITO     ,18-39,F  ,       189
Denver       ,GENITO     ,18-39,M  ,       167
Denver       ,GENITO     ,40-64,F  ,       287
Denver       ,GENITO     ,40-64,M  ,       234
Denver       ,INFECT     , <18 ,F  ,         8
Denver       ,INFECT     , <18 ,M  ,        10
Denver       ,INFECT     ,18-39,F  ,        44
Denver       ,INFECT     ,18-39,M  ,        48
Denver       ,INFECT     ,40-64,F  ,       204
Denver       ,INFECT     ,40-64,M  ,       329
Denver       ,INJURY     , <18 ,F  ,        85
Denver       ,INJURY     , <18 ,M  ,       103
Denver       ,INJURY     ,18-39,F  ,       348
Denver       ,INJURY     ,18-39,M  ,       593
Denver       ,INJURY     ,40-64,F  ,       812
Denver       ,INJURY     ,40-64,M  ,       997
Denver       ,INTELLECT  , <18 ,F  ,       763
Denver       ,INTELLECT  , <18 ,M  ,      1252
Denver       ,INTELLECT  ,18-39,F  ,      5675
Denver       ,INTELLECT  ,18-39,M  ,      5648
Denver       ,INTELLECT  ,40-64,F  ,      3612
Denver       ,INTELLECT  ,40-64,M  ,      2989
Denver       ,MENTALOTHER, <18 ,F  ,       208
Denver       ,MENTALOTHER, <18 ,M  ,       425
Denver       ,MENTALOTHER,18-39,F  ,      1597
Denver       ,MENTALOTHER,18-39,M  ,      1207
Denver       ,MENTALOTHER,40-64,F  ,      2510
Denver       ,MENTALOTHER,40-64,M  ,      1224
Denver       ,MOOD       , <18 ,F  ,       219
Denver       ,MOOD       , <18 ,M  ,       538
Denver       ,MOOD       ,18-39,F  ,      2352
Denver       ,MOOD       ,18-39,M  ,      1517
Denver       ,MOOD       ,40-64,F  ,      6219
Denver       ,MOOD       ,40-64,M  ,      2037
Denver       ,MUSCUL     , <18 ,F  ,        89
Denver       ,MUSCUL     , <18 ,M  ,       115
Denver       ,MUSCUL     ,18-39,F  ,       651
Denver       ,MUSCUL     ,18-39,M  ,       343
Denver       ,MUSCUL     ,40-64,F  ,      6850
Denver       ,MUSCUL     ,40-64,M  ,      3881
Denver       ,NEOPLA     , <18 ,F  ,       135
Denver       ,NEOPLA     , <18 ,M  ,       201
Denver       ,NEOPLA     ,18-39,F  ,       142
Denver       ,NEOPLA     ,18-39,M  ,       149
Denver       ,NEOPLA     ,40-64,F  ,       488
Denver       ,NEOPLA     ,40-64,M  ,       352
Denver       ,NERVOUS    , <18 ,F  ,      1142
Denver       ,NERVOUS    , <18 ,M  ,      1532
Denver       ,NERVOUS    ,18-39,F  ,      2491
Denver       ,NERVOUS    ,18-39,M  ,      2589
Denver       ,NERVOUS    ,40-64,F  ,      2657
Denver       ,NERVOUS    ,40-64,M  ,      1680
Denver       ,ORGANIC    , <18 ,F  ,       252
Denver       ,ORGANIC    , <18 ,M  ,       489
Denver       ,ORGANIC    ,18-39,F  ,       823
Denver       ,ORGANIC    ,18-39,M  ,      1372
Denver       ,ORGANIC    ,40-64,F  ,      1247
Denver       ,ORGANIC    ,40-64,M  ,      1372
Denver       ,OTHER      , <18 ,F  ,      1090
Denver       ,OTHER      , <18 ,M  ,      1207
Denver       ,OTHER      ,18-39,F  ,        85
Denver       ,OTHER      ,18-39,M  ,        91
Denver       ,OTHER      ,40-64,F  ,        79
Denver       ,OTHER      ,40-64,M  ,        33
Denver       ,RESPIR     , <18 ,F  ,       170
Denver       ,RESPIR     , <18 ,M  ,       309
Denver       ,RESPIR     ,18-39,F  ,       108
Denver       ,RESPIR     ,18-39,M  ,        56
Denver       ,RESPIR     ,40-64,F  ,      1122
Denver       ,RESPIR     ,40-64,M  ,       569
Denver       ,SCHIZO     , <18 ,F  ,        28
Denver       ,SCHIZO     , <18 ,M  ,        58
Denver       ,SCHIZO     ,18-39,F  ,       816
Denver       ,SCHIZO     ,18-39,M  ,      2236
Denver       ,SCHIZO     ,40-64,F  ,      2240
Denver       ,SCHIZO     ,40-64,M  ,      2928
Denver       ,SKIN       , <18 ,F  ,        13
Denver       ,SKIN       , <18 ,M  ,        14
Denver       ,SKIN       ,18-39,F  ,        30
Denver       ,SKIN       ,18-39,M  ,        18
Denver       ,SKIN       ,40-64,F  ,        75
Denver       ,SKIN       ,40-64,M  ,        45
Denver       ,UNKNOWN    , <18 ,F  ,       264
Denver       ,UNKNOWN    , <18 ,M  ,       377
Denver       ,UNKNOWN    ,18-39,F  ,       237
Denver       ,UNKNOWN    ,18-39,M  ,       224
Denver       ,UNKNOWN    ,40-64,F  ,      1166
Denver       ,UNKNOWN    ,40-64,M  ,       759
Kansas City  ,AUTISTIC   , <18 ,F  ,       650
Kansas City  ,AUTISTIC   , <18 ,M  ,      2804
Kansas City  ,AUTISTIC   ,18-39,F  ,       462
Kansas City  ,AUTISTIC   ,18-39,M  ,      1937
Kansas City  ,AUTISTIC   ,40-64,F  ,        13
Kansas City  ,AUTISTIC   ,40-64,M  ,        52
Kansas City  ,BLOOD      , <18 ,F  ,       180
Kansas City  ,BLOOD      , <18 ,M  ,       252
Kansas City  ,BLOOD      ,18-39,F  ,       170
Kansas City  ,BLOOD      ,18-39,M  ,       177
Kansas City  ,BLOOD      ,40-64,F  ,       133
Kansas City  ,BLOOD      ,40-64,M  ,        76
Kansas City  ,CHILDHOOD  , <18 ,F  ,      1509
Kansas City  ,CHILDHOOD  , <18 ,M  ,      5816
Kansas City  ,CHILDHOOD  ,18-39,F  ,       419
Kansas City  ,CHILDHOOD  ,18-39,M  ,      1347
Kansas City  ,CHILDHOOD  ,40-64,F  ,        38
Kansas City  ,CHILDHOOD  ,40-64,M  ,        33
Kansas City  ,CIRCUL     , <18 ,F  ,       102
Kansas City  ,CIRCUL     , <18 ,M  ,       120
Kansas City  ,CIRCUL     ,18-39,F  ,       255
Kansas City  ,CIRCUL     ,18-39,M  ,       283
Kansas City  ,CIRCUL     ,40-64,F  ,      2687
Kansas City  ,CIRCUL     ,40-64,M  ,      2773
Kansas City  ,CONGEN     , <18 ,F  ,      1210
Kansas City  ,CONGEN     , <18 ,M  ,      1438
Kansas City  ,CONGEN     ,18-39,F  ,       743
Kansas City  ,CONGEN     ,18-39,M  ,       793
Kansas City  ,CONGEN     ,40-64,F  ,       112
Kansas City  ,CONGEN     ,40-64,M  ,        84
Kansas City  ,DEVELOP    , <18 ,F  ,      3013
Kansas City  ,DEVELOP    , <18 ,M  ,      6671
Kansas City  ,DEVELOP    ,18-39,F  ,       272
Kansas City  ,DEVELOP    ,18-39,M  ,       483
Kansas City  ,DEVELOP    ,40-64,F  ,        33
Kansas City  ,DEVELOP    ,40-64,M  ,        29
Kansas City  ,DIGEST     , <18 ,F  ,       260
Kansas City  ,DIGEST     , <18 ,M  ,       337
Kansas City  ,DIGEST     ,18-39,F  ,       185
Kansas City  ,DIGEST     ,18-39,M  ,       123
Kansas City  ,DIGEST     ,40-64,F  ,       815
Kansas City  ,DIGEST     ,40-64,M  ,       657
Kansas City  ,ENDOCR     , <18 ,F  ,       150
Kansas City  ,ENDOCR     , <18 ,M  ,       169
Kansas City  ,ENDOCR     ,18-39,F  ,       544
Kansas City  ,ENDOCR     ,18-39,M  ,       369
Kansas City  ,ENDOCR     ,40-64,F  ,      3707
Kansas City  ,ENDOCR     ,40-64,M  ,      1203
Kansas City  ,GENITO     , <18 ,F  ,        50
Kansas City  ,GENITO     , <18 ,M  ,        69
Kansas City  ,GENITO     ,18-39,F  ,       221
Kansas City  ,GENITO     ,18-39,M  ,       254
Kansas City  ,GENITO     ,40-64,F  ,       452
Kansas City  ,GENITO     ,40-64,M  ,       424
Kansas City  ,INFECT     , <18 ,F  ,        20
Kansas City  ,INFECT     , <18 ,M  ,        14
Kansas City  ,INFECT     ,18-39,F  ,        94
Kansas City  ,INFECT     ,18-39,M  ,       127
Kansas City  ,INFECT     ,40-64,F  ,       328
Kansas City  ,INFECT     ,40-64,M  ,       533
Kansas City  ,INJURY     , <18 ,F  ,       141
Kansas City  ,INJURY     , <18 ,M  ,       188
Kansas City  ,INJURY     ,18-39,F  ,       544
Kansas City  ,INJURY     ,18-39,M  ,      1106
Kansas City  ,INJURY     ,40-64,F  ,      1305
Kansas City  ,INJURY     ,40-64,M  ,      1896
Kansas City  ,INTELLECT  , <18 ,F  ,      1878
Kansas City  ,INTELLECT  , <18 ,M  ,      3019
Kansas City  ,INTELLECT  ,18-39,F  ,     11302
Kansas City  ,INTELLECT  ,18-39,M  ,     12013
Kansas City  ,INTELLECT  ,40-64,F  ,      9379
Kansas City  ,INTELLECT  ,40-64,M  ,      7980
Kansas City  ,MENTALOTHER, <18 ,F  ,       406
Kansas City  ,MENTALOTHER, <18 ,M  ,       693
Kansas City  ,MENTALOTHER,18-39,F  ,      2797
Kansas City  ,MENTALOTHER,18-39,M  ,      2508
Kansas City  ,MENTALOTHER,40-64,F  ,      4108
Kansas City  ,MENTALOTHER,40-64,M  ,      2229
Kansas City  ,MOOD       , <18 ,F  ,       607
Kansas City  ,MOOD       , <18 ,M  ,      1144
Kansas City  ,MOOD       ,18-39,F  ,      5736
Kansas City  ,MOOD       ,18-39,M  ,      3291
Kansas City  ,MOOD       ,40-64,F  ,     12603
Kansas City  ,MOOD       ,40-64,M  ,      4112
Kansas City  ,MUSCUL     , <18 ,F  ,       169
Kansas City  ,MUSCUL     , <18 ,M  ,       157
Kansas City  ,MUSCUL     ,18-39,F  ,      1422
Kansas City  ,MUSCUL     ,18-39,M  ,       764
Kansas City  ,MUSCUL     ,40-64,F  ,     11978
Kansas City  ,MUSCUL     ,40-64,M  ,      7076
Kansas City  ,NEOPLA     , <18 ,F  ,       239
Kansas City  ,NEOPLA     , <18 ,M  ,       321
Kansas City  ,NEOPLA     ,18-39,F  ,       261
Kansas City  ,NEOPLA     ,18-39,M  ,       227
Kansas City  ,NEOPLA     ,40-64,F  ,       941
Kansas City  ,NEOPLA     ,40-64,M  ,       731
Kansas City  ,NERVOUS    , <18 ,F  ,      1645
Kansas City  ,NERVOUS    , <18 ,M  ,      2135
Kansas City  ,NERVOUS    ,18-39,F  ,      3491
Kansas City  ,NERVOUS    ,18-39,M  ,      3824
Kansas City  ,NERVOUS    ,40-64,F  ,      3872
Kansas City  ,NERVOUS    ,40-64,M  ,      2590
Kansas City  ,ORGANIC    , <18 ,F  ,       202
Kansas City  ,ORGANIC    , <18 ,M  ,       431
Kansas City  ,ORGANIC    ,18-39,F  ,      1149
Kansas City  ,ORGANIC    ,18-39,M  ,      1937
Kansas City  ,ORGANIC    ,40-64,F  ,      1514
Kansas City  ,ORGANIC    ,40-64,M  ,      1901
Kansas City  ,OTHER      , <18 ,F  ,      1703
Kansas City  ,OTHER      , <18 ,M  ,      1962
Kansas City  ,OTHER      ,18-39,F  ,       117
Kansas City  ,OTHER      ,18-39,M  ,       174
Kansas City  ,OTHER      ,40-64,F  ,        60
Kansas City  ,OTHER      ,40-64,M  ,        51
Kansas City  ,RESPIR     , <18 ,F  ,       282
Kansas City  ,RESPIR     , <18 ,M  ,       515
Kansas City  ,RESPIR     ,18-39,F  ,       217
Kansas City  ,RESPIR     ,18-39,M  ,        94
Kansas City  ,RESPIR     ,40-64,F  ,      2229
Kansas City  ,RESPIR     ,40-64,M  ,      1313
Kansas City  ,SCHIZO     , <18 ,F  ,        44
Kansas City  ,SCHIZO     , <18 ,M  ,        93
Kansas City  ,SCHIZO     ,18-39,F  ,      1317
Kansas City  ,SCHIZO     ,18-39,M  ,      3365
Kansas City  ,SCHIZO     ,40-64,F  ,      3958
Kansas City  ,SCHIZO     ,40-64,M  ,      4744
Kansas City  ,SKIN       , <18 ,F  ,        25
Kansas City  ,SKIN       , <18 ,M  ,        40
Kansas City  ,SKIN       ,18-39,F  ,        51
Kansas City  ,SKIN       ,18-39,M  ,        27
Kansas City  ,SKIN       ,40-64,F  ,       118
Kansas City  ,SKIN       ,40-64,M  ,        68
Kansas City  ,UNKNOWN    , <18 ,F  ,       285
Kansas City  ,UNKNOWN    , <18 ,M  ,       417
Kansas City  ,UNKNOWN    ,18-39,F  ,       454
Kansas City  ,UNKNOWN    ,18-39,M  ,       422
Kansas City  ,UNKNOWN    ,40-64,F  ,      2271
Kansas City  ,UNKNOWN    ,40-64,M  ,      1715
New York     ,AUTISTIC   , <18 ,F  ,      2177
New York     ,AUTISTIC   , <18 ,M  ,      8771
New York     ,AUTISTIC   ,18-39,F  ,      1163
New York     ,AUTISTIC   ,18-39,M  ,      4910
New York     ,AUTISTIC   ,40-64,F  ,        67
New York     ,AUTISTIC   ,40-64,M  ,       196
New York     ,BLOOD      , <18 ,F  ,       586
New York     ,BLOOD      , <18 ,M  ,       726
New York     ,BLOOD      ,18-39,F  ,       689
New York     ,BLOOD      ,18-39,M  ,       686
New York     ,BLOOD      ,40-64,F  ,       545
New York     ,BLOOD      ,40-64,M  ,       248
New York     ,CHILDHOOD  , <18 ,F  ,      3513
New York     ,CHILDHOOD  , <18 ,M  ,     14272
New York     ,CHILDHOOD  ,18-39,F  ,       815
New York     ,CHILDHOOD  ,18-39,M  ,      2761
New York     ,CHILDHOOD  ,40-64,F  ,        54
New York     ,CHILDHOOD  ,40-64,M  ,        73
New York     ,CIRCUL     , <18 ,F  ,       178
New York     ,CIRCUL     , <18 ,M  ,       204
New York     ,CIRCUL     ,18-39,F  ,       658
New York     ,CIRCUL     ,18-39,M  ,       684
New York     ,CIRCUL     ,40-64,F  ,      9916
New York     ,CIRCUL     ,40-64,M  ,      9840
New York     ,CONGEN     , <18 ,F  ,      2381
New York     ,CONGEN     , <18 ,M  ,      2759
New York     ,CONGEN     ,18-39,F  ,      1075
New York     ,CONGEN     ,18-39,M  ,      1158
New York     ,CONGEN     ,40-64,F  ,       320
New York     ,CONGEN     ,40-64,M  ,       262
New York     ,DEVELOP    , <18 ,F  ,      8874
New York     ,DEVELOP    , <18 ,M  ,     20173
New York     ,DEVELOP    ,18-39,F  ,      1720
New York     ,DEVELOP    ,18-39,M  ,      2636
New York     ,DEVELOP    ,40-64,F  ,       412
New York     ,DEVELOP    ,40-64,M  ,       409
New York     ,DIGEST     , <18 ,F  ,       264
New York     ,DIGEST     , <18 ,M  ,       329
New York     ,DIGEST     ,18-39,F  ,       297
New York     ,DIGEST     ,18-39,M  ,       266
New York     ,DIGEST     ,40-64,F  ,      1593
New York     ,DIGEST     ,40-64,M  ,      1853
New York     ,ENDOCR     , <18 ,F  ,       355
New York     ,ENDOCR     , <18 ,M  ,       362
New York     ,ENDOCR     ,18-39,F  ,       699
New York     ,ENDOCR     ,18-39,M  ,       513
New York     ,ENDOCR     ,40-64,F  ,      6540
New York     ,ENDOCR     ,40-64,M  ,      2966
New York     ,GENITO     , <18 ,F  ,       121
New York     ,GENITO     , <18 ,M  ,       187
New York     ,GENITO     ,18-39,F  ,       585
New York     ,GENITO     ,18-39,M  ,       639
New York     ,GENITO     ,40-64,F  ,      1504
New York     ,GENITO     ,40-64,M  ,      1754
New York     ,INFECT     , <18 ,F  ,       140
New York     ,INFECT     , <18 ,M  ,       130
New York     ,INFECT     ,18-39,F  ,       730
New York     ,INFECT     ,18-39,M  ,       776
New York     ,INFECT     ,40-64,F  ,      5811
New York     ,INFECT     ,40-64,M  ,      7261
New York     ,INJURY     , <18 ,F  ,       193
New York     ,INJURY     , <18 ,M  ,       238
New York     ,INJURY     ,18-39,F  ,       793
New York     ,INJURY     ,18-39,M  ,      1896
New York     ,INJURY     ,40-64,F  ,      3149
New York     ,INJURY     ,40-64,M  ,      4661
New York     ,INTELLECT  , <18 ,F  ,      3709
New York     ,INTELLECT  , <18 ,M  ,      6640
New York     ,INTELLECT  ,18-39,F  ,     20450
New York     ,INTELLECT  ,18-39,M  ,     24059
New York     ,INTELLECT  ,40-64,F  ,     16372
New York     ,INTELLECT  ,40-64,M  ,     16402
New York     ,MENTALOTHER, <18 ,F  ,       854
New York     ,MENTALOTHER, <18 ,M  ,      1607
New York     ,MENTALOTHER,18-39,F  ,      4680
New York     ,MENTALOTHER,18-39,M  ,      4502
New York     ,MENTALOTHER,40-64,F  ,      9395
New York     ,MENTALOTHER,40-64,M  ,      5144
New York     ,MOOD       , <18 ,F  ,      1049
New York     ,MOOD       , <18 ,M  ,      1679
New York     ,MOOD       ,18-39,F  ,     12322
New York     ,MOOD       ,18-39,M  ,      8312
New York     ,MOOD       ,40-64,F  ,     38897
New York     ,MOOD       ,40-64,M  ,     16020
New York     ,MUSCUL     , <18 ,F  ,       387
New York     ,MUSCUL     , <18 ,M  ,       413
New York     ,MUSCUL     ,18-39,F  ,      3042
New York     ,MUSCUL     ,18-39,M  ,      1699
New York     ,MUSCUL     ,40-64,F  ,     35114
New York     ,MUSCUL     ,40-64,M  ,     19207
New York     ,NEOPLA     , <18 ,F  ,       561
New York     ,NEOPLA     , <18 ,M  ,       647
New York     ,NEOPLA     ,18-39,F  ,       574
New York     ,NEOPLA     ,18-39,M  ,       550
New York     ,NEOPLA     ,40-64,F  ,      2960
New York     ,NEOPLA     ,40-64,M  ,      1955
New York     ,NERVOUS    , <18 ,F  ,      3384
New York     ,NERVOUS    , <18 ,M  ,      4155
New York     ,NERVOUS    ,18-39,F  ,      7473
New York     ,NERVOUS    ,18-39,M  ,      7704
New York     ,NERVOUS    ,40-64,F  ,     10575
New York     ,NERVOUS    ,40-64,M  ,      7713
New York     ,ORGANIC    , <18 ,F  ,       529
New York     ,ORGANIC    , <18 ,M  ,      1023
New York     ,ORGANIC    ,18-39,F  ,      1590
New York     ,ORGANIC    ,18-39,M  ,      3033
New York     ,ORGANIC    ,40-64,F  ,      2902
New York     ,ORGANIC    ,40-64,M  ,      3803
New York     ,OTHER      , <18 ,F  ,      3637
New York     ,OTHER      , <18 ,M  ,      4481
New York     ,OTHER      ,18-39,F  ,       314
New York     ,OTHER      ,18-39,M  ,       355
New York     ,OTHER      ,40-64,F  ,       195
New York     ,OTHER      ,40-64,M  ,       165
New York     ,RESPIR     , <18 ,F  ,      1505
New York     ,RESPIR     , <18 ,M  ,      2670
New York     ,RESPIR     ,18-39,F  ,       802
New York     ,RESPIR     ,18-39,M  ,       533
New York     ,RESPIR     ,40-64,F  ,      6381
New York     ,RESPIR     ,40-64,M  ,      2797
New York     ,SCHIZO     , <18 ,F  ,       163
New York     ,SCHIZO     , <18 ,M  ,       316
New York     ,SCHIZO     ,18-39,F  ,      4170
New York     ,SCHIZO     ,18-39,M  ,      9900
New York     ,SCHIZO     ,40-64,F  ,     15930
New York     ,SCHIZO     ,40-64,M  ,     21532
New York     ,SKIN       , <18 ,F  ,        56
New York     ,SKIN       , <18 ,M  ,        77
New York     ,SKIN       ,18-39,F  ,       103
New York     ,SKIN       ,18-39,M  ,        74
New York     ,SKIN       ,40-64,F  ,       297
New York     ,SKIN       ,40-64,M  ,       177
New York     ,UNKNOWN    , <18 ,F  ,       738
New York     ,UNKNOWN    , <18 ,M  ,      1203
New York     ,UNKNOWN    ,18-39,F  ,      1024
New York     ,UNKNOWN    ,18-39,M  ,      1036
New York     ,UNKNOWN    ,40-64,F  ,      8659
New York     ,UNKNOWN    ,40-64,M  ,      6308
Philadelphia ,AUTISTIC   , <18 ,F  ,      2108
Philadelphia ,AUTISTIC   , <18 ,M  ,      8568
Philadelphia ,AUTISTIC   ,18-39,F  ,       951
Philadelphia ,AUTISTIC   ,18-39,M  ,      4476
Philadelphia ,AUTISTIC   ,40-64,F  ,        42
Philadelphia ,AUTISTIC   ,40-64,M  ,       110
Philadelphia ,BLOOD      , <18 ,F  ,       546
Philadelphia ,BLOOD      , <18 ,M  ,       683
Philadelphia ,BLOOD      ,18-39,F  ,       602
Philadelphia ,BLOOD      ,18-39,M  ,       544
Philadelphia ,BLOOD      ,40-64,F  ,       417
Philadelphia ,BLOOD      ,40-64,M  ,       206
Philadelphia ,CHILDHOOD  , <18 ,F  ,      9186
Philadelphia ,CHILDHOOD  , <18 ,M  ,     29098
Philadelphia ,CHILDHOOD  ,18-39,F  ,      1680
Philadelphia ,CHILDHOOD  ,18-39,M  ,      4758
Philadelphia ,CHILDHOOD  ,40-64,F  ,        83
Philadelphia ,CHILDHOOD  ,40-64,M  ,        86
Philadelphia ,CIRCUL     , <18 ,F  ,       248
Philadelphia ,CIRCUL     , <18 ,M  ,       271
Philadelphia ,CIRCUL     ,18-39,F  ,       745
Philadelphia ,CIRCUL     ,18-39,M  ,       686
Philadelphia ,CIRCUL     ,40-64,F  ,      8436
Philadelphia ,CIRCUL     ,40-64,M  ,      8533
Philadelphia ,CONGEN     , <18 ,F  ,      2114
Philadelphia ,CONGEN     , <18 ,M  ,      2549
Philadelphia ,CONGEN     ,18-39,F  ,      1423
Philadelphia ,CONGEN     ,18-39,M  ,      1406
Philadelphia ,CONGEN     ,40-64,F  ,       261
Philadelphia ,CONGEN     ,40-64,M  ,       210
Philadelphia ,DEVELOP    , <18 ,F  ,      6027
Philadelphia ,DEVELOP    , <18 ,M  ,     12848
Philadelphia ,DEVELOP    ,18-39,F  ,      1029
Philadelphia ,DEVELOP    ,18-39,M  ,      1553
Philadelphia ,DEVELOP    ,40-64,F  ,       156
Philadelphia ,DEVELOP    ,40-64,M  ,       164
Philadelphia ,DIGEST     , <18 ,F  ,       468
Philadelphia ,DIGEST     , <18 ,M  ,       571
Philadelphia ,DIGEST     ,18-39,F  ,       464
Philadelphia ,DIGEST     ,18-39,M  ,       380
Philadelphia ,DIGEST     ,40-64,F  ,      1795
Philadelphia ,DIGEST     ,40-64,M  ,      1730
Philadelphia ,ENDOCR     , <18 ,F  ,       329
Philadelphia ,ENDOCR     , <18 ,M  ,       338
Philadelphia ,ENDOCR     ,18-39,F  ,      1069
Philadelphia ,ENDOCR     ,18-39,M  ,       681
Philadelphia ,ENDOCR     ,40-64,F  ,      8501
Philadelphia ,ENDOCR     ,40-64,M  ,      3090
Philadelphia ,GENITO     , <18 ,F  ,       111
Philadelphia ,GENITO     , <18 ,M  ,       171
Philadelphia ,GENITO     ,18-39,F  ,       620
Philadelphia ,GENITO     ,18-39,M  ,       732
Philadelphia ,GENITO     ,40-64,F  ,      1425
Philadelphia ,GENITO     ,40-64,M  ,      1529
Philadelphia ,INFECT     , <18 ,F  ,        87
Philadelphia ,INFECT     , <18 ,M  ,        83
Philadelphia ,INFECT     ,18-39,F  ,       506
Philadelphia ,INFECT     ,18-39,M  ,       544
Philadelphia ,INFECT     ,40-64,F  ,      2730
Philadelphia ,INFECT     ,40-64,M  ,      3169
Philadelphia ,INJURY     , <18 ,F  ,       228
Philadelphia ,INJURY     , <18 ,M  ,       334
Philadelphia ,INJURY     ,18-39,F  ,      1017
Philadelphia ,INJURY     ,18-39,M  ,      2281
Philadelphia ,INJURY     ,40-64,F  ,      3335
Philadelphia ,INJURY     ,40-64,M  ,      4736
Philadelphia ,INTELLECT  , <18 ,F  ,      5023
